"site","round","rep","species","date","n_germ","siterep","treatment"
"GB",5,9,"TO","2020-04-02",NA,"GB _ 9","control"
"GB",5,9,"TO","2020-04-03",10,"GB _ 9","control"
"GB",5,9,"TO","2020-04-04",5,"GB _ 9","control"
"GB",5,9,"TO","2020-04-05",4,"GB _ 9","control"
"GB",5,9,"TO","2020-04-06",10,"GB _ 9","control"
"GB",5,9,"TO","2020-04-07",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-08",2,"GB _ 9","control"
"GB",5,9,"TO","2020-04-09",3,"GB _ 9","control"
"GB",5,9,"TO","2020-04-10",1,"GB _ 9","control"
"GB",5,9,"TO","2020-04-11",NA,"GB _ 9","control"
"GB",5,9,"TO","2020-04-12",NA,"GB _ 9","control"
"GB",5,9,"TO","2020-04-13",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-14",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-15",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-16",1,"GB _ 9","control"
"GB",5,9,"TO","2020-04-17",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-18",NA,"GB _ 9","control"
"GB",5,9,"TO","2020-04-19",1,"GB _ 9","control"
"GB",5,9,"TO","2020-04-20",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-21",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-22",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-23",0,"GB _ 9","control"
"GB",5,9,"TO","2020-04-24",0,"GB _ 9","control"
"GB",5,10,"TO","2020-03-31",NA,"GB _ 10","control"
"GB",5,10,"TO","2020-04-01",NA,"GB _ 10","control"
"GB",5,10,"TO","2020-04-02",NA,"GB _ 10","control"
"GB",5,10,"TO","2020-04-03",19,"GB _ 10","control"
"GB",5,10,"TO","2020-04-04",5,"GB _ 10","control"
"GB",5,10,"TO","2020-04-05",13,"GB _ 10","control"
"GB",5,10,"TO","2020-04-06",2,"GB _ 10","control"
"GB",5,10,"TO","2020-04-07",4,"GB _ 10","control"
"GB",5,10,"TO","2020-04-08",4,"GB _ 10","control"
"GB",5,10,"TO","2020-04-09",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-10",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-11",NA,"GB _ 10","control"
"GB",5,10,"TO","2020-04-12",NA,"GB _ 10","control"
"GB",5,10,"TO","2020-04-13",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-14",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-15",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-16",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-17",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-18",NA,"GB _ 10","control"
"GB",5,10,"TO","2020-04-19",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-20",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-21",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-22",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-23",0,"GB _ 10","control"
"GB",5,10,"TO","2020-04-24",0,"GB _ 10","control"
"MA",5,1,"TO","2020-03-31",NA,"MA _ 1","control"
"MA",5,1,"TO","2020-04-01",NA,"MA _ 1","control"
"MA",5,1,"TO","2020-04-02",NA,"MA _ 1","control"
"MA",5,1,"TO","2020-04-03",NA,"MA _ 1","control"
"MA",5,1,"TO","2020-04-04",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-05",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-06",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-07",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-08",5,"MA _ 1","control"
"MA",5,1,"TO","2020-04-09",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-10",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-11",NA,"MA _ 1","control"
"MA",5,1,"TO","2020-04-12",NA,"MA _ 1","control"
"MA",5,1,"TO","2020-04-13",5,"MA _ 1","control"
"MA",5,1,"TO","2020-04-14",4,"MA _ 1","control"
"MA",5,1,"TO","2020-04-15",4,"MA _ 1","control"
"MA",5,1,"TO","2020-04-16",1,"MA _ 1","control"
"MA",5,1,"TO","2020-04-17",5,"MA _ 1","control"
"MA",5,1,"TO","2020-04-18",NA,"MA _ 1","control"
"MA",5,1,"TO","2020-04-19",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-20",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-21",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-22",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-23",0,"MA _ 1","control"
"MA",5,1,"TO","2020-04-24",0,"MA _ 1","control"
"MA",5,2,"TO","2020-03-31",NA,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-01",NA,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-02",NA,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-03",NA,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-04",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-05",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-06",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-07",1,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-08",1,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-09",2,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-10",5,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-11",NA,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-12",NA,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-13",7,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-14",4,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-15",1,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-16",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-17",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-18",NA,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-19",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-20",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-21",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-22",1,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-23",0,"MA _ 2","snow reduction"
"MA",5,2,"TO","2020-04-24",1,"MA _ 2","snow reduction"
"MA",5,3,"TO","2020-03-31",NA,"MA _ 3","control"
"MA",5,3,"TO","2020-04-01",NA,"MA _ 3","control"
"MA",5,3,"TO","2020-04-02",NA,"MA _ 3","control"
"MA",5,3,"TO","2020-04-03",NA,"MA _ 3","control"
"MA",5,3,"TO","2020-04-04",0,"MA _ 3","control"
"MA",5,3,"TO","2020-04-05",2,"MA _ 3","control"
"MA",5,3,"TO","2020-04-06",2,"MA _ 3","control"
"MA",5,3,"TO","2020-04-07",1,"MA _ 3","control"
"MA",5,3,"TO","2020-04-08",1,"MA _ 3","control"
"MA",5,3,"TO","2020-04-09",1,"MA _ 3","control"
"MA",5,3,"TO","2020-04-10",2,"MA _ 3","control"
"MA",5,3,"TO","2020-04-11",NA,"MA _ 3","control"
"MA",5,3,"TO","2020-04-12",NA,"MA _ 3","control"
"MA",5,3,"TO","2020-04-13",7,"MA _ 3","control"
"MA",5,3,"TO","2020-04-14",1,"MA _ 3","control"
"MA",5,3,"TO","2020-04-15",1,"MA _ 3","control"
"MA",5,3,"TO","2020-04-16",0,"MA _ 3","control"
"MA",5,3,"TO","2020-04-17",1,"MA _ 3","control"
"MA",5,3,"TO","2020-04-18",NA,"MA _ 3","control"
"MA",5,3,"TO","2020-04-19",2,"MA _ 3","control"
"MA",5,3,"TO","2020-04-20",4,"MA _ 3","control"
"MA",5,3,"TO","2020-04-21",5,"MA _ 3","control"
"MA",5,3,"TO","2020-04-22",0,"MA _ 3","control"
"MA",5,3,"TO","2020-04-23",0,"MA _ 3","control"
"MA",5,3,"TO","2020-04-24",0,"MA _ 3","control"
"MA",5,4,"TO","2020-03-31",NA,"MA _ 4","control"
"MA",5,4,"TO","2020-04-01",NA,"MA _ 4","control"
"MA",5,4,"TO","2020-04-02",NA,"MA _ 4","control"
"MA",5,4,"TO","2020-04-03",NA,"MA _ 4","control"
"MA",5,4,"TO","2020-04-04",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-05",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-06",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-07",1,"MA _ 4","control"
"MA",5,4,"TO","2020-04-08",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-09",3,"MA _ 4","control"
"MA",5,4,"TO","2020-04-10",6,"MA _ 4","control"
"MA",5,4,"TO","2020-04-11",NA,"MA _ 4","control"
"MA",5,4,"TO","2020-04-12",NA,"MA _ 4","control"
"MA",5,4,"TO","2020-04-13",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-14",6,"MA _ 4","control"
"MA",5,4,"TO","2020-04-15",3,"MA _ 4","control"
"MA",5,4,"TO","2020-04-16",5,"MA _ 4","control"
"MA",5,4,"TO","2020-04-17",2,"MA _ 4","control"
"MA",5,4,"TO","2020-04-18",NA,"MA _ 4","control"
"MA",5,4,"TO","2020-04-19",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-20",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-21",1,"MA _ 4","control"
"MA",5,4,"TO","2020-04-22",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-23",0,"MA _ 4","control"
"MA",5,4,"TO","2020-04-24",0,"MA _ 4","control"
"MA",5,5,"TO","2020-03-31",NA,"MA _ 5","control"
"MA",5,5,"TO","2020-04-01",NA,"MA _ 5","control"
"MA",5,5,"TO","2020-04-02",NA,"MA _ 5","control"
"MA",5,5,"TO","2020-04-03",NA,"MA _ 5","control"
"MA",5,5,"TO","2020-04-04",2,"MA _ 5","control"
"MA",5,5,"TO","2020-04-05",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-06",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-07",1,"MA _ 5","control"
"MA",5,5,"TO","2020-04-08",1,"MA _ 5","control"
"MA",5,5,"TO","2020-04-09",1,"MA _ 5","control"
"MA",5,5,"TO","2020-04-10",2,"MA _ 5","control"
"MA",5,5,"TO","2020-04-11",NA,"MA _ 5","control"
"MA",5,5,"TO","2020-04-12",NA,"MA _ 5","control"
"MA",5,5,"TO","2020-04-13",4,"MA _ 5","control"
"MA",5,5,"TO","2020-04-14",3,"MA _ 5","control"
"MA",5,5,"TO","2020-04-15",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-16",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-17",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-18",NA,"MA _ 5","control"
"MA",5,5,"TO","2020-04-19",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-20",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-21",1,"MA _ 5","control"
"MA",5,5,"TO","2020-04-22",0,"MA _ 5","control"
"MA",5,5,"TO","2020-04-23",1,"MA _ 5","control"
"MA",5,5,"TO","2020-04-24",0,"MA _ 5","control"
"MA",5,6,"TO","2020-03-31",NA,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-01",NA,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-02",NA,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-03",NA,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-04",0,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-05",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-06",2,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-07",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-08",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-09",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-10",3,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-11",NA,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-12",NA,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-13",0,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-14",3,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-15",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-16",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-17",0,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-18",NA,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-19",3,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-20",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-21",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-22",0,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-23",1,"MA _ 6","snow reduction"
"MA",5,6,"TO","2020-04-24",0,"MA _ 6","snow reduction"
"MA",5,7,"TO","2020-03-31",NA,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-01",NA,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-02",NA,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-03",NA,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-04",0,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-05",0,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-06",0,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-07",0,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-08",0,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-09",2,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-10",1,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-11",NA,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-12",NA,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-13",1,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-14",1,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-15",3,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-16",2,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-17",5,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-18",NA,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-19",2,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-20",1,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-21",1,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-22",0,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-23",1,"MA _ 7","snow reduction"
"MA",5,7,"TO","2020-04-24",0,"MA _ 7","snow reduction"
"MA",5,8,"TO","2020-03-31",NA,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-01",NA,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-02",NA,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-03",NA,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-04",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-05",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-06",5,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-07",1,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-08",1,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-09",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-10",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-11",NA,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-12",NA,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-13",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-14",2,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-15",1,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-16",1,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-17",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-18",NA,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-19",3,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-20",2,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-21",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-22",2,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-23",0,"MA _ 8","snow reduction"
"MA",5,8,"TO","2020-04-24",0,"MA _ 8","snow reduction"
"MA",5,9,"TO","2020-03-31",NA,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-01",NA,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-02",NA,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-03",NA,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-04",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-05",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-06",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-07",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-08",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-09",1,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-10",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-11",NA,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-12",NA,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-13",1,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-14",1,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-15",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-16",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-17",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-18",NA,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-19",3,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-20",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-21",1,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-22",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-23",0,"MA _ 9","snow reduction"
"MA",5,9,"TO","2020-04-24",0,"MA _ 9","snow reduction"
"MA",5,10,"TO","2020-03-31",NA,"MA _ 10","control"
"MA",5,10,"TO","2020-04-01",NA,"MA _ 10","control"
"MA",5,10,"TO","2020-04-02",NA,"MA _ 10","control"
"MA",5,10,"TO","2020-04-03",NA,"MA _ 10","control"
"MA",5,10,"TO","2020-04-04",0,"MA _ 10","control"
"MA",5,10,"TO","2020-04-05",0,"MA _ 10","control"
"MA",5,10,"TO","2020-04-06",1,"MA _ 10","control"
"MA",5,10,"TO","2020-04-07",0,"MA _ 10","control"
"MA",5,10,"TO","2020-04-08",2,"MA _ 10","control"
"MA",5,10,"TO","2020-04-09",3,"MA _ 10","control"
"MA",5,10,"TO","2020-04-10",10,"MA _ 10","control"
"MA",5,10,"TO","2020-04-11",NA,"MA _ 10","control"
"MA",5,10,"TO","2020-04-12",NA,"MA _ 10","control"
"MA",5,10,"TO","2020-04-13",6,"MA _ 10","control"
"MA",5,10,"TO","2020-04-14",1,"MA _ 10","control"
"MA",5,10,"TO","2020-04-15",3,"MA _ 10","control"
"MA",5,10,"TO","2020-04-16",0,"MA _ 10","control"
"MA",5,10,"TO","2020-04-17",0,"MA _ 10","control"
"MA",5,10,"TO","2020-04-18",NA,"MA _ 10","control"
"MA",5,10,"TO","2020-04-19",0,"MA _ 10","control"
"MA",5,10,"TO","2020-04-20",1,"MA _ 10","control"
"MA",5,10,"TO","2020-04-21",2,"MA _ 10","control"
"MA",5,10,"TO","2020-04-22",1,"MA _ 10","control"
"MA",5,10,"TO","2020-04-23",0,"MA _ 10","control"
"MA",5,10,"TO","2020-04-24",0,"MA _ 10","control"
"IL",5,1,"TO","2020-03-31",21,"IL _ 1","control"
"IL",5,1,"TO","2020-04-01",19,"IL _ 1","control"
"IL",5,1,"TO","2020-04-02",2,"IL _ 1","control"
"IL",5,1,"TO","2020-04-03",3,"IL _ 1","control"
"IL",5,1,"TO","2020-04-04",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-05",2,"IL _ 1","control"
"IL",5,1,"TO","2020-04-06",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-07",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-08",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-09",1,"IL _ 1","control"
"IL",5,1,"TO","2020-04-10",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-11",NA,"IL _ 1","control"
"IL",5,1,"TO","2020-04-12",NA,"IL _ 1","control"
"IL",5,1,"TO","2020-04-13",1,"IL _ 1","control"
"IL",5,1,"TO","2020-04-14",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-15",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-16",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-17",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-18",NA,"IL _ 1","control"
"IL",5,1,"TO","2020-04-19",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-20",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-21",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-22",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-23",0,"IL _ 1","control"
"IL",5,1,"TO","2020-04-24",0,"IL _ 1","control"
"IL",5,2,"TO","2020-03-31",9,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-01",8,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-02",3,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-03",1,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-04",4,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-05",1,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-06",5,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-07",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-08",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-09",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-10",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-11",NA,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-12",NA,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-13",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-14",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-15",1,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-16",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-17",2,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-18",NA,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-19",1,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-20",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-21",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-22",1,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-23",0,"IL _ 2","snow reduction"
"IL",5,2,"TO","2020-04-24",0,"IL _ 2","snow reduction"
"IL",5,3,"TO","2020-03-31",6,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-01",5,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-02",5,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-03",4,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-04",2,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-05",3,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-06",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-07",2,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-08",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-09",1,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-10",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-11",NA,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-12",NA,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-13",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-14",1,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-15",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-16",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-17",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-18",NA,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-19",1,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-20",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-21",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-22",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-23",0,"IL _ 3","snow reduction"
"IL",5,3,"TO","2020-04-24",0,"IL _ 3","snow reduction"
"IL",5,4,"TO","2020-03-31",10,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-01",5,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-02",4,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-03",2,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-04",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-05",4,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-06",4,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-07",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-08",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-09",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-10",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-11",NA,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-12",NA,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-13",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-14",1,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-15",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-16",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-17",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-18",NA,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-19",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-20",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-21",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-22",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-23",0,"IL _ 4","snow reduction"
"IL",5,4,"TO","2020-04-24",0,"IL _ 4","snow reduction"
"IL",5,5,"TO","2020-03-31",0,"IL _ 5","control"
"IL",5,5,"TO","2020-04-01",1,"IL _ 5","control"
"IL",5,5,"TO","2020-04-02",2,"IL _ 5","control"
"IL",5,5,"TO","2020-04-03",3,"IL _ 5","control"
"IL",5,5,"TO","2020-04-04",1,"IL _ 5","control"
"IL",5,5,"TO","2020-04-05",3,"IL _ 5","control"
"IL",5,5,"TO","2020-04-06",1,"IL _ 5","control"
"IL",5,5,"TO","2020-04-07",0,"IL _ 5","control"
"IL",5,5,"TO","2020-04-08",0,"IL _ 5","control"
"IL",5,5,"TO","2020-04-09",0,"IL _ 5","control"
